filename,L,T,J,D,Bx,By,Bz,seed,sample,saved_index,label,E_density,m_abs_density,helical_order,q_peak,axis_peak,n_peak
config_L8_T2p000_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2,1,1,0,0,0,1,0,0,0,-1.2040435930182498,0.055137632961790986,0.099682547636228774,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2,1,1,0,0,0,1,4,1,0,-1.1326964615412927,0.057748342460567245,0.085204044969172665,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2,1,1,0,0,0,1,8,2,0,-1.1658638167315769,0.0617526587431158,0.076821016273827356,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2,1,1,0,0,0,1,12,3,0,-1.1104839550214118,0.042921760186976902,0.071095993593303722,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2,1,1,0,0,0,1,16,4,0,-1.0175678031862436,0.067017159129835246,0.054069696904515761,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2,1,1,0,0,0,1,20,5,0,-1.0871531878271981,0.095648805645335358,0.049119217104091374,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2,1,1,0,0,0,1,24,6,0,-0.99204563312375915,0.10285510820372147,0.035669904295345452,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2,1,1,0,0,0,1,28,7,0,-1.091836701203871,0.11228900192533577,0.035836611013207502,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2,1,1,0,0,0,1,0,0,0,-1.2040435930182498,0.055137632961790986,0.099682547636228774,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2,1,1,0,0,0,1,4,1,0,-1.1326964615412927,0.057748342460567245,0.085204044969172665,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2,1,1,0,0,0,1,8,2,0,-1.1658638167315769,0.0617526587431158,0.076821016273827356,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2,1,1,0,0,0,1,12,3,0,-1.1104839550214118,0.042921760186976902,0.071095993593303722,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2,1,1,0,0,0,1,16,4,0,-1.0175678031862436,0.067017159129835246,0.054069696904515761,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2,1,1,0,0,0,1,20,5,0,-1.0871531878271981,0.095648805645335358,0.049119217104091374,5.497787143782138,2,7
config_L8_T2p000_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2,1,1,0,0,0,1,24,6,0,-0.99204563312375915,0.10285510820372147,0.035669904295345452,0.78539816339744828,2,1
config_L8_T2p000_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2,1,1,0,0,0,1,28,7,0,-1.091836701203871,0.11228900192533577,0.035836611013207502,0.78539816339744828,2,1
