filename,L,T,J,D,Bx,By,Bz,seed,sample,saved_index,label,E_density,m_abs_density,helical_order,q_peak,axis_peak,n_peak,phase_label
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000000_saved0000.bin,16,0.5,1,1,0,0,0,1,0,0,1,-2.904855497438062,0.026685769598676,0.2645335631220127,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000010_saved0001.bin,16,0.5,1,1,0,0,0,1,10,1,1,-2.888570074951297,0.0188352159122232,0.2673656676850407,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000020_saved0002.bin,16,0.5,1,1,0,0,0,1,20,2,1,-2.894550474143021,0.0134294158745515,0.2630094237337326,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000030_saved0003.bin,16,0.5,1,1,0,0,0,1,30,3,1,-2.8950339408587573,0.0146698917507694,0.2687844083938833,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000040_saved0004.bin,16,0.5,1,1,0,0,0,1,40,4,1,-2.89830186806316,0.0203620076490342,0.2609667147036116,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000050_saved0005.bin,16,0.5,1,1,0,0,0,1,50,5,1,-2.8987562487179246,0.0111738386342863,0.2640307298793916,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000060_saved0006.bin,16,0.5,1,1,0,0,0,1,60,6,1,-2.900670982540429,0.0209897025162655,0.2647637839032145,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000070_saved0007.bin,16,0.5,1,1,0,0,0,1,70,7,1,-2.898636217024368,0.0202383527377681,0.2509609948061915,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000080_saved0008.bin,16,0.5,1,1,0,0,0,1,80,8,1,-2.8946876461484825,0.0178810093571963,0.2421180950081963,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000090_saved0009.bin,16,0.5,1,1,0,0,0,1,90,9,1,-2.904729748304934,0.0072262240457571,0.2427975818953645,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000100_saved0010.bin,16,0.5,1,1,0,0,0,1,100,10,1,-2.903731899578009,0.0236779431667681,0.2418210346076351,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000110_saved0011.bin,16,0.5,1,1,0,0,0,1,110,11,1,-2.8950974882129143,0.0234493851768317,0.2352574463977777,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000120_saved0012.bin,16,0.5,1,1,0,0,0,1,120,12,1,-2.901474458385049,0.0199352314645611,0.2207843151365812,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000130_saved0013.bin,16,0.5,1,1,0,0,0,1,130,13,1,-2.9013329264500936,0.0255795833894133,0.2214429450340937,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000140_saved0014.bin,16,0.5,1,1,0,0,0,1,140,14,1,-2.883378316558184,0.0140585224001463,0.2185598362016115,5.497787143782138,2,14,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000150_saved0015.bin,16,0.5,1,1,0,0,0,1,150,15,1,-2.911882209336612,0.0045805748672122,0.2179921593411637,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000160_saved0016.bin,16,0.5,1,1,0,0,0,1,160,16,1,-2.903192037419588,0.0200942645942939,0.2169935502745379,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000170_saved0017.bin,16,0.5,1,1,0,0,0,1,170,17,1,-2.90443905039628,0.0118709452703321,0.2224493154507196,0.7853981633974482,2,2,1
L16/run_0/config_L16_T0p500_J1p000_D1p000_seed1_sample000180_saved0018.bin,16,0.5,1,1,0,0,0,1,180,18,1,-2.8914544839896696,0.0159133879112718,0.2255512328133793,0.7853981633974482,2,2,1
