filename,L,T,J,D,Bx,By,Bz,seed,sample,saved_index,label,E_density,m_abs_density,helical_order,q_peak,axis_peak,n_peak
config_L8_T2p100_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.1000000000000001,1,1,0,0,0,1,0,0,0,-1.1858650947353448,0.073996599115028303,0.11438785799595122,0.78539816339744828,2,1
config_L8_T2p100_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.1000000000000001,1,1,0,0,0,1,4,1,0,-1.0730678823715192,0.029852523678319726,0.07696376674515451,0.78539816339744828,2,1
config_L8_T2p100_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.1000000000000001,1,1,0,0,0,1,8,2,0,-1.0289279278428856,0.04119032934590592,0.059151049059952381,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.1000000000000001,1,1,0,0,0,1,12,3,0,-1.0001450306950079,0.017258703550643215,0.052546616346504427,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.1000000000000001,1,1,0,0,0,1,16,4,0,-1.0225746581657991,0.015636384517028808,0.048412081083189798,0.78539816339744828,2,1
config_L8_T2p100_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.1000000000000001,1,1,0,0,0,1,20,5,0,-0.99838115929850468,0.010412265108121658,0.045713630962411093,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.1000000000000001,1,1,0,0,0,1,24,6,0,-0.98668330679750171,0.015851441070557883,0.03770641683838484,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.1000000000000001,1,1,0,0,0,1,28,7,0,-1.0168838310671784,0.028692383955212668,0.038961102210350061,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000000_saved0000.bin,8,2.1000000000000001,1,1,0,0,0,1,0,0,0,-1.1858650947353448,0.073996599115028303,0.11438785799595122,0.78539816339744828,2,1
config_L8_T2p100_J1p000_D1p000_seed1_sample000004_saved0001.bin,8,2.1000000000000001,1,1,0,0,0,1,4,1,0,-1.0730678823715192,0.029852523678319726,0.07696376674515451,0.78539816339744828,2,1
config_L8_T2p100_J1p000_D1p000_seed1_sample000008_saved0002.bin,8,2.1000000000000001,1,1,0,0,0,1,8,2,0,-1.0289279278428856,0.04119032934590592,0.059151049059952381,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000012_saved0003.bin,8,2.1000000000000001,1,1,0,0,0,1,12,3,0,-1.0001450306950079,0.017258703550643215,0.052546616346504427,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000016_saved0004.bin,8,2.1000000000000001,1,1,0,0,0,1,16,4,0,-1.0225746581657991,0.015636384517028808,0.048412081083189798,0.78539816339744828,2,1
config_L8_T2p100_J1p000_D1p000_seed1_sample000020_saved0005.bin,8,2.1000000000000001,1,1,0,0,0,1,20,5,0,-0.99838115929850468,0.010412265108121658,0.045713630962411093,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000024_saved0006.bin,8,2.1000000000000001,1,1,0,0,0,1,24,6,0,-0.98668330679750171,0.015851441070557883,0.03770641683838484,5.497787143782138,2,7
config_L8_T2p100_J1p000_D1p000_seed1_sample000028_saved0007.bin,8,2.1000000000000001,1,1,0,0,0,1,28,7,0,-1.0168838310671784,0.028692383955212668,0.038961102210350061,5.497787143782138,2,7
